50, 50, 8.5509906, 39.3109560, 2021-12-23 00:07:54
51, 51, 8.5508500, 39.3108900, 2021-12-23 00:27:32
52, 52, 8.5471500, 39.3128000, 2021-12-23 00:31:32
53, 53, 8.5403600, 39.3085100, 2021-12-23 00:33:54
53, 53, 8.5349600, 39.3036000, 2021-12-23 00:50:44
54, 54, 8.5294000, 39.2997300, 2021-12-23 01:03:59
55, 55, 8.5187300, 39.2983000, 2021-12-23 01:05:42
56, 56, 8.5116000, 39.2945400, 2021-12-23 01:26:41
57, 57, 8.5066300, 39.2898200, 2021-12-23 01:29:23
58, 58, 8.5024300, 39.2802500, 2021-12-23 01:49:19
59, 59, 8.5024700, 39.2735200, 2021-12-23 01:59:18
60, 60, 8.5034800, 39.2650000, 2021-12-23 02:25:54
60, 60, 8.5040000, 39.2582500, 2021-12-23 02:26:15
61, 61, 8.5060900, 39.2517800, 2021-12-23 02:41:49
62, 62, 8.5098800, 39.2422100, 2021-12-23 02:57:22
63, 63, 8.5126200, 39.2315300, 2021-12-23 03:02:09
64, 64, 8.5154000, 39.2227400, 2021-12-23 03:11:56
65, 65, 8.5222000, 39.2160800, 2021-12-23 03:17:44
66, 66, 8.5304400, 39.2134700, 2021-12-23 03:20:24
66, 66, 8.5387800, 39.2130800, 2021-12-23 03:46:06
67, 67, 8.5472300, 39.2067800, 2021-12-23 03:47:33
68, 68, 8.5532000, 39.1995100, 2021-12-23 04:07:35
69, 69, 8.5586700, 39.1913700, 2021-12-23 04:33:35
70, 70, 8.5668400, 39.1851000, 2021-12-23 04:44:10
71, 71, 8.5829400, 39.1687700, 2021-12-23 04:48:03
72, 72, 8.5896900, 39.1511600, 2021-12-23 05:18:35
72, 72, 8.5969700, 39.1438600, 2021-12-23 05:30:15
73, 73, 8.6079400, 39.1398500, 2021-12-23 05:43:46
74, 74, 8.6172200, 39.1340000, 2021-12-23 05:44:54
75, 75, 8.6261300, 39.1255900, 2021-12-23 06:24:42
76, 76, 8.6329800, 39.1123700, 2021-12-23 06:34:48
77, 77, 8.6428000, 39.1050800, 2021-12-23 06:42:36
78, 78, 8.6544700, 39.0996000, 2021-12-23 06:46:07
79, 79, 8.6655000, 39.0880300, 2021-12-23 07:09:02
79, 79, 8.6754600, 39.0771800, 2021-12-23 07:09:40
80, 80, 8.6907800, 39.0680200, 2021-12-23 07:21:15
81, 81, 8.7066500, 39.0527600, 2021-12-23 07:33:03
82, 82, 8.7252600, 39.0386300, 2021-12-23 07:48:22
83, 83, 8.7387800, 39.0250800, 2021-12-23 08:01:51
84, 84, 8.7485800, 39.0164900, 2021-12-23 08:04:49
85, 85, 8.7756100, 39.0101900, 2021-12-23 08:34:09
85, 85, 8.7938700, 38.9982900, 2021-12-23 09:08:43
86, 86, 8.8023400, 38.9798400, 2021-12-23 09:12:20
87, 87, 8.8114100, 38.9578500, 2021-12-23 09:34:06
88, 88, 8.8173300, 38.9366200, 2021-12-23 09:35:45
89, 89, 8.8185900, 38.9257300, 2021-12-23 09:46:33
90, 90, 8.8166200, 38.9136500, 2021-12-23 09:56:13
91, 91, 8.8265500, 38.9020100, 2021-12-23 10:01:51
91, 91, 8.8327900, 38.8908400, 2021-12-23 10:51:23
92, 92, 8.8350900, 38.8796000, 2021-12-23 10:55:52
93, 93, 8.8419900, 38.8682200, 2021-12-23 11:04:46
94, 94, 8.8443600, 38.8586600, 2021-12-23 11:08:12
95, 95, 8.8505600, 38.8534500, 2021-12-23 11:14:39
96, 96, 8.8543400, 38.8485400, 2021-12-23 11:51:32
97, 97, 8.8599000, 38.8350200, 2021-12-23 11:57:09
98, 98, 8.8629400, 38.8241600, 2021-12-23 11:59:47
98, 98, 8.8628200, 38.8210200, 2021-12-23 12:13:57
99, 99, 8.8608400, 38.8183400, 2021-12-23 12:18:07
100, 100, 8.8596000, 38.8113600, 2021-12-23 12:21:14
101, 101, 8.8556100, 38.8045000, 2021-12-23 12:30:47
102, 102, 8.8534700, 38.7995800, 2021-12-23 13:13:57
103, 103, 8.8526300, 38.7909400, 2021-12-23 13:19:16
104, 104, 8.8588700, 38.7791100, 2021-12-23 13:19:43
104, 104, 8.8735200, 38.7655400, 2021-12-23 13:37:36
105, 105, 8.8848500, 38.7544000, 2021-12-23 14:03:18
106, 106, 8.8906000, 38.7516200, 2021-12-23 15:04:41
107, 107, 8.9009700, 38.7511300, 2021-12-23 15:19:34
108, 108, 8.9045100, 38.7469100, 2021-12-23 16:26:39
109, 109, 8.9066600, 38.7419100, 2021-12-23 16:41:32
110, 110, 8.9122700, 38.7379300, 2021-12-23 16:42:05
110, 110, 8.9197900, 38.7354000, 2021-12-23 16:46:07
111, 111, 8.9238400, 38.7345700, 2021-12-23 17:11:39
112, 112, 8.9244700, 38.7347000, 2021-12-23 17:43:10
113, 113, 8.9270400, 38.7343200, 2021-12-23 17:53:10
114, 114, 8.9364900, 38.7349100, 2021-12-23 19:41:33
115, 115, 8.9368000, 38.7401500, 2021-12-23 19:51:16
116, 116, 8.9357700, 38.7445400, 2021-12-23 19:54:23
117, 117, 8.9318700, 38.7520100, 2021-12-23 20:12:33
117, 117, 8.9308100, 38.7577100, 2021-12-23 20:20:24
118, 118, 8.9343900, 38.7654800, 2021-12-23 20:21:20
119, 119, 8.9389800, 38.7713000, 2021-12-23 20:26:36
120, 120, 8.9436100, 38.7695500, 2021-12-23 20:28:52
50, 50, 8.9496900, 38.7689400, 2021-12-23 20:32:17
50, 50, 8.9564600, 38.7675400, 2021-12-23 20:58:09
50, 50, 8.9637600, 38.7668400, 2021-12-23 21:03:25
50, 50, 8.9634200, 38.7657700, 2021-12-23 21:26:05
50, 50, 8.9638600, 38.7633200, 2021-12-23 21:27:39
50, 50, 8.9664300, 38.7629200, 2021-12-23 22:22:00
50, 50, 8.9691600, 38.7623600, 2021-12-23 22:59:41
50, 50, 8.9740200, 38.7605900, 2021-12-23 23:25:28
50, 50, 8.9773000, 38.7597300, 2021-12-23 23:31:21
50, 50, 8.9774000, 38.7597700, 2021-12-23 23:41:10
50, 50, 8.9799200, 38.7603000, 2021-12-23 23:55:41
50, 50, 8.9804100, 38.7621533, 2021-12-23 23:57:24
